MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1195458	Abce1	ATP-binding cassette, sub-family E member 1	8		translational termination			IEA	ENSP00000296577 P61221 	J:342605 	
MGI:1195458	Abce1	ATP-binding cassette, sub-family E member 1	8		translational termination			ISO	P61221 	J:164563 	
MGI:1351658	Abcf1	ATP-binding cassette, sub-family F member 1	17		positive regulation of translation			ISO	Q8NE71 	J:164563 	
MGI:1351658	Abcf1	ATP-binding cassette, sub-family F member 1	17		positive regulation of translation			ISS	Q8NE71-2 	J:342587 	
MGI:1351658	Abcf1	ATP-binding cassette, sub-family F member 1	17		translational initiation			ISO	Q8NE71 	J:164563 	
MGI:1351658	Abcf1	ATP-binding cassette, sub-family F member 1	17		translational initiation			ISS	Q8NE71-2 	J:342587 	
MGI:1933148	Abtb1	ankyrin repeat and BTB domain containing 1	6		translation			IEA	KW-0648 	J:60000 	
MGI:1933148	Abtb1	ankyrin repeat and BTB domain containing 1	6		translational elongation			IEA	KW-0251 	J:60000 	
MGI:87879	Aco1	aconitase 1	4		regulation of translation	regulates translation,uses Fth1		IMP	MGI:3029223 	J:87889 	
MGI:103258	Adad1	adenosine deaminase domain containing 1	3	NOT	regulation of translation	uses Prm2,uses Gapdhs,uses Odf2		IMP	MGI:3574372 	J:96477 	
MGI:2446630	Ago1	argonaute RISC catalytic subunit 1	4		miRNA-mediated gene silencing by inhibition of translation			IEA	ENSP00000362300 Q9UL18 	J:342605 	
MGI:2446630	Ago1	argonaute RISC catalytic subunit 1	4		miRNA-mediated gene silencing by inhibition of translation			ISO	Q9UL18 	J:164563 	
MGI:2446630	Ago1	argonaute RISC catalytic subunit 1	4		miRNA-mediated gene silencing by inhibition of translation			ISS	Q9UL18 	J:342587 	
MGI:2446630	Ago1	argonaute RISC catalytic subunit 1	4		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		miRNA-mediated gene silencing by inhibition of translation			IEA	ENSP00000220592 Q9UKV8 	J:342605 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		miRNA-mediated gene silencing by inhibition of translation			IEA	UR000107560 	J:342612 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		miRNA-mediated gene silencing by inhibition of translation			ISO	Q9UKV8 	J:164563 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		miRNA-mediated gene silencing by inhibition of translation			ISS	Q9UKV8 	J:342587 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		negative regulation of translational initiation			IEA	ENSP00000220592 Q9UKV8 	J:342605 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		negative regulation of translational initiation			IEA	UR000107560 	J:342612 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		negative regulation of translational initiation			ISO	Q9UKV8 	J:164563 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		negative regulation of translational initiation			ISS	Q9UKV8 	J:342587 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		positive regulation of translation			IEA	ENSP00000220592 Q9UKV8 	J:342605 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		positive regulation of translation			ISO	Q9UKV8 	J:164563 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2446634	Ago3	argonaute RISC catalytic subunit 3	4		miRNA-mediated gene silencing by inhibition of translation			IEA	ENSP00000362287 Q9H9G7 	J:342605 	
MGI:2446634	Ago3	argonaute RISC catalytic subunit 3	4		miRNA-mediated gene silencing by inhibition of translation			IEA	UR000107558 	J:342612 	
MGI:2446634	Ago3	argonaute RISC catalytic subunit 3	4		miRNA-mediated gene silencing by inhibition of translation			ISO	Q9H9G7 	J:164563 	
MGI:2446634	Ago3	argonaute RISC catalytic subunit 3	4		miRNA-mediated gene silencing by inhibition of translation			ISS	Q9H9G7 	J:342587 	
MGI:2446634	Ago3	argonaute RISC catalytic subunit 3	4		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1924100	Ago4	argonaute RISC catalytic subunit 4	4		miRNA-mediated gene silencing by inhibition of translation			IEA	ENSP00000362306 Q9HCK5 	J:342605 	
MGI:1924100	Ago4	argonaute RISC catalytic subunit 4	4		miRNA-mediated gene silencing by inhibition of translation			IEA	UR000106187 	J:342612 	
MGI:1924100	Ago4	argonaute RISC catalytic subunit 4	4		miRNA-mediated gene silencing by inhibition of translation			ISO	Q9HCK5 	J:164563 	
MGI:1924100	Ago4	argonaute RISC catalytic subunit 4	4		miRNA-mediated gene silencing by inhibition of translation			ISS	Q9HCK5 	J:342587 	
MGI:1924100	Ago4	argonaute RISC catalytic subunit 4	4		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:102774	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	3		translation			IEA	KW-0648 	J:60000 	
MGI:2385237	Aimp2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	5		translation			IEA	KW-0648 	J:60000 	
MGI:1338803	Aire	autoimmune regulator	10		regulation of translation			IEA	GO:0045182 	J:346132 	
MGI:1341886	Ajuba	ajuba LIM protein	14		miRNA-mediated gene silencing by inhibition of translation			IEA	ENSP00000262713 Q96IF1 	J:342605 	
MGI:1341886	Ajuba	ajuba LIM protein	14		miRNA-mediated gene silencing by inhibition of translation			ISO	Q96IF1 	J:164563 	
MGI:1341886	Ajuba	ajuba LIM protein	14		miRNA-mediated gene silencing by inhibition of translation			ISS	Q96IF1 	J:342587 	
MGI:3050566	Akap6	A kinase anchor protein 6	12		positive regulation of translation			ISO	RGD:69412 	J:155856 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		translation			ISO	RGD:2081 	J:155856 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		positive regulation of cap-dependent translational initiation			IEA	ENSP00000375892 P31751 	J:342605 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		positive regulation of cap-dependent translational initiation			ISS	P31751 	J:342587 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of mitochondrial translation			IEA	ENSP00000216489 Q13686 	J:342605 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of mitochondrial translation			ISO	Q13686 	J:164563 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of mitochondrial translation			ISS	Q13686 	J:342587 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational elongation			IEA	ENSP00000216489 Q13686 	J:342605 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational elongation			ISO	Q13686 	J:164563 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational initiation			IEA	ENSP00000216489 Q13686 	J:342605 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational initiation			ISO	Q13686 	J:164563 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational initiation			ISS	Q13686 	J:342587 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational initiation by tRNA modification			IEA	ENSP00000216489 Q13686 	J:342605 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational initiation by tRNA modification			IMP		J:276420 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational initiation by tRNA modification			ISO	Q13686 	J:164563 	
MGI:1916363	Alkbh3	alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase	2		negative regulation of cytoplasmic translation			ISO	Q96Q83 	J:164563 	
MGI:2144489	Alkbh5	alkB homolog 5, RNA demethylase	11		regulation of translation			IEA	ENSP00000382091 Q6P6C2 	J:342605 	
MGI:2144489	Alkbh5	alkB homolog 5, RNA demethylase	11		regulation of translation			ISO	Q6P6C2 	J:164563 	
MGI:2144489	Alkbh5	alkB homolog 5, RNA demethylase	11		regulation of translation			ISS	Q6P6C2 	J:342587 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		negative regulation of translation in response to stress			IMP		J:236081 	
MGI:1201793	Ang3	angiogenin, ribonuclease A family, member 3	14		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:1098746	Ankzf1	ankyrin repeat and zinc finger domain containing 1	1		rescue of stalled ribosome			ISO	Q9H8Y5 	J:164563 	
MGI:1098746	Ankzf1	ankyrin repeat and zinc finger domain containing 1	1		rescue of stalled ribosome			ISS	Q9H8Y5 	J:342587 	
MGI:88046	Aplp1	amyloid beta precursor like protein 1	7		regulation of translation			IDA		J:103763 	
MGI:88059	App	amyloid beta precursor protein	16		regulation of translation			IDA		J:103763 	
MGI:1922702	Ascc2	activating signal cointegrator 1 complex subunit 2	11		rescue of stalled ribosome			IEA	ENSP00000305502 Q9H1I8 	J:342605 	
MGI:1922702	Ascc2	activating signal cointegrator 1 complex subunit 2	11		rescue of stalled ribosome			ISO	Q9H1I8 	J:164563 	
MGI:1922702	Ascc2	activating signal cointegrator 1 complex subunit 2	11		rescue of stalled ribosome			ISS	Q9H1I8 	J:342587 	
MGI:1925237	Ascc3	activating signal cointegrator 1 complex subunit 3	10		rescue of stalled ribosome			IEA	ENSP00000358159 Q8N3C0 	J:342605 	
MGI:1925237	Ascc3	activating signal cointegrator 1 complex subunit 3	10		rescue of stalled ribosome			ISO	Q8N3C0 	J:164563 	
MGI:1925237	Ascc3	activating signal cointegrator 1 complex subunit 3	10		rescue of stalled ribosome			ISS	Q8N3C0 	J:342587 	
MGI:1913327	Aurkaip1	aurora kinase A interacting protein 1	4		mitochondrial translation			NAS		J:320334 	
MGI:2441705	B3gntl1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1	11		regulation of translation			IEA	ENSP00000319979 Q67FW5 	J:342605 	
MGI:2441705	B3gntl1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1	11		regulation of translation			ISO	Q67FW5 	J:164563 	
MGI:2441705	B3gntl1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1	11		regulation of translation			ISS	Q67FW5 	J:342587 	
MGI:2442120	Bank1	B cell scaffold protein with ankyrin repeats 1	3		negative regulation of translational initiation	uses Il6		IMP	MGI:3686872 	J:207126 	
MGI:1859314	Barhl2	BarH like homeobox 2	5		positive regulation of translation			IMP		J:82674 	
MGI:104905	Bc1	brain cytoplasmic RNA 1	7		negative regulation of translational initiation			ISO	RGD:2193 	J:73065 	
MGI:88140	Bcl3	B cell leukemia/lymphoma 3	7		positive regulation of translation			IEA	ENSP00000164227 P20749 	J:342605 	
MGI:88140	Bcl3	B cell leukemia/lymphoma 3	7		positive regulation of translation			ISO	P20749 	J:164563 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		positive regulation of translational initiation			IBA	MGI:1342328 PTN008513653 Q8N9W6 Q92904 Q9NQZ3 	J:161428 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		positive regulation of translational initiation			IEA	ENSP00000376116 Q8N9W6 	J:342605 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		positive regulation of translational initiation			ISO	Q8N9W6 	J:164563 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:108384	Btg2	BTG anti-proliferation factor 2	1		negative regulation of translation			IEA	ENSP00000290551 P78543 	J:342605 	
MGI:108384	Btg2	BTG anti-proliferation factor 2	1		negative regulation of translation			ISO	P78543 	J:164563 	
MGI:108384	Btg2	BTG anti-proliferation factor 2	1		negative regulation of translation			ISS	P78543 	J:342587 	
MGI:1914132	Bzw1	basic leucine zipper and W2 domains 1	1		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1914132	Bzw1	basic leucine zipper and W2 domains 1	1		regulation of translational initiation			IEA	ENSP00000386474 Q7L1Q6 	J:342605 	
MGI:1914132	Bzw1	basic leucine zipper and W2 domains 1	1		regulation of translational initiation			ISO	Q7L1Q6 	J:164563 	
MGI:1914132	Bzw1	basic leucine zipper and W2 domains 1	1		regulation of translational initiation			ISS	Q9Y6E2 	J:342587 	
MGI:1914162	Bzw2	basic leucine zipper and W2 domains 2	12		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1914162	Bzw2	basic leucine zipper and W2 domains 2	12		regulation of translational initiation			IEA	ENSP00000258761 Q9Y6E2 	J:342605 	
MGI:1914162	Bzw2	basic leucine zipper and W2 domains 2	12		regulation of translational initiation			ISO	Q9Y6E2 	J:164563 	
MGI:1914162	Bzw2	basic leucine zipper and W2 domains 2	12		regulation of translational initiation			ISS	Q9Y6E2 	J:342587 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		positive regulation of mitochondrial translation			IMP		J:196232 	
MGI:88252	Calr	calreticulin	8		negative regulation of translation			IEA	ENSP00000320866 P27797 	J:342605 	
MGI:88252	Calr	calreticulin	8		negative regulation of translation			ISO	P27797 	J:164563 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		negative regulation of translation			IEA	ENSP00000340329 Q14444 	J:342605 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		negative regulation of translation			ISO	RGD:1305707 	J:155856 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		negative regulation of translation			ISO	Q14444 	J:164563 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		negative regulation of translation			ISS	Q5M9G3 	J:342587 	
MGI:2448541	Caprin2	caprin family member 2	6		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:1351477	Cars1	cysteinyl-tRNA synthetase 1	7		cysteinyl-tRNA aminoacylation			IBA	P21888 P49589 PTN000095308 Q9HA77 S000005191 	J:161428 	
MGI:1351477	Cars1	cysteinyl-tRNA synthetase 1	7		cysteinyl-tRNA aminoacylation			IEA	IPR015803 	J:72247 	
MGI:1351477	Cars1	cysteinyl-tRNA synthetase 1	7		cysteinyl-tRNA aminoacylation			IEA	ENSP00000369897 P49589 	J:342605 	
MGI:1351477	Cars1	cysteinyl-tRNA synthetase 1	7		cysteinyl-tRNA aminoacylation			ISO	P49589 	J:164563 	
MGI:1351477	Cars1	cysteinyl-tRNA synthetase 1	7		cysteinyl-tRNA aminoacylation			ISS	P49589 	J:342587 	
MGI:1351477	Cars1	cysteinyl-tRNA synthetase 1	7		translation			IEA	KW-0648 	J:60000 	
MGI:1351477	Cars1	cysteinyl-tRNA synthetase 1	7		tRNA aminoacylation for protein translation			IEA	IPR009080 	J:72247 	
MGI:1919191	Cars2	cysteinyl-tRNA synthetase 2, mitochondrial	8		cysteinyl-tRNA aminoacylation			IBA	P21888 P49589 PTN000095308 Q9HA77 S000005191 	J:161428 	
MGI:1919191	Cars2	cysteinyl-tRNA synthetase 2, mitochondrial	8		cysteinyl-tRNA aminoacylation			IEA	IPR015803 	J:72247 	
MGI:1919191	Cars2	cysteinyl-tRNA synthetase 2, mitochondrial	8		cysteinyl-tRNA aminoacylation			ISO	Q9HA77 	J:164563 	
MGI:1919191	Cars2	cysteinyl-tRNA synthetase 2, mitochondrial	8		translation			IEA	KW-0648 	J:60000 	
MGI:1919191	Cars2	cysteinyl-tRNA synthetase 2, mitochondrial	8		tRNA aminoacylation for protein translation			IEA	IPR009080 	J:72247 	
MGI:2179723	Casc3	exon junction complex subunit	11		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:88357	Cdk4	cyclin dependent kinase 4	10		positive regulation of translation			ISO	RGD:621120 	J:155856 	
MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	2		positive regulation of mitochondrial translation			IMP	MGI:5750452 	J:220703 	
MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	2		positive regulation of translational fidelity			IGI	P0AEI1 	J:220703 	
MGI:1933126	Cdk5rap3	CDK5 regulatory subunit associated protein 3	11		rescue of stalled ribosome			IEA	ENSP00000344683 Q96JB5 	J:342605 	
MGI:1933126	Cdk5rap3	CDK5 regulatory subunit associated protein 3	11		rescue of stalled ribosome			ISO	Q96JB5 	J:164563 	
MGI:1921765	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	13		maintenance of translational fidelity	happens in type B pancreatic cell,happens in pancreas		IMP	MGI:5301443 	J:178248 	
MGI:1913371	Chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1	14		mitochondrial translation			IEA	IPR033620 	J:72247 	
MGI:1913371	Chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1	14		mitochondrial translation			NAS		J:320334 	
MGI:893588	Cirbp	cold inducible RNA binding protein	10		negative regulation of translation			IEA	GO:0030371 	J:346132 	
MGI:893588	Cirbp	cold inducible RNA binding protein	10		positive regulation of translation			ISO	Q14011 	J:164563 	
MGI:893588	Cirbp	cold inducible RNA binding protein	10		positive regulation of translation			ISS	Q14011 	J:342587 	
MGI:1923036	Ckap5	cytoskeleton associated protein 5	2		cytoplasmic translation	happens in hippocampal neuron,happens in neuronal ribonucleoprotein granule		IDA		J:205779 	
MGI:1923036	Ckap5	cytoskeleton associated protein 5	2		cytoplasmic translation	happens in hippocampal neuron,happens in neuronal ribonucleoprotein granule		IMP	MGI:2177650 MGI:5570192 	J:205779 	
MGI:88431	Cnbp	cellular nucleic acid binding protein	6		positive regulation of cytoplasmic translation			IBA	PTN000543537 S000005199 	J:161428 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		negative regulation of translation			IEA	IPR040398 	J:72247 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		negative regulation of translation			IEA	A5YKK6 ENSP00000320949 	J:342605 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		negative regulation of translation			ISO	A5YKK6 	J:164563 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1919318	Cnot2	CCR4-NOT transcription complex, subunit 2	10		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2385261	Cnot3	CCR4-NOT transcription complex, subunit 3	7		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2144529	Cnot6	CCR4-NOT transcription complex, subunit 6	11		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2443154	Cnot6l	CCR4-NOT transcription complex, subunit 6-like	5		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1916375	Cnot8	CCR4-NOT transcription complex, subunit 8	11		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1928902	Cnot9	CCR4-NOT transcription complex, subunit 9	1		negative regulation of translation			IBA	PTN000262555 	J:161428 	
MGI:1928902	Cnot9	CCR4-NOT transcription complex, subunit 9	1		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1926143	Cnot10	CCR4-NOT transcription complex, subunit 10	9		negative regulation of translation			IBA	PTN000312270 	J:161428 	
MGI:1926143	Cnot10	CCR4-NOT transcription complex, subunit 10	9		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:106580	Cnot11	CCR4-NOT transcription complex, subunit 11	1		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1098757	Coa3	cytochrome C oxidase assembly factor 3	11		positive regulation of mitochondrial translation			IEA	ENSP00000354762 Q9Y2R0 	J:342605 	
MGI:1098757	Coa3	cytochrome C oxidase assembly factor 3	11		positive regulation of mitochondrial translation			ISO	Q9Y2R0 	J:164563 	
MGI:1098757	Coa3	cytochrome C oxidase assembly factor 3	11		positive regulation of mitochondrial translation			ISS	Q9Y2R0 	J:342587 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		negative regulation of cytoplasmic translation			IBA	MGI:108442 MGI:2442640 MGI:2443075 PTN000286163 Q7Z5Q1 Q9BZB8 RGD:1307485 	J:161428 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		negative regulation of cytoplasmic translation			IDA		J:204958 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		negative regulation of cytoplasmic translation			ISO	Q9BZB8 	J:164563 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		negative regulation of translation			ISO	RGD:1310421 	J:155856 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		positive regulation of translation			ISO	RGD:1310421 	J:155856 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		regulation of translation	uses Sycp3,uses Sycp1		IDA		J:102097 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		regulation of translation			IEA	IPR034819 	J:72247 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		regulation of translation at synapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:138835 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		regulation of translation at synapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:138835 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of cytoplasmic translation			IBA	MGI:108442 MGI:2442640 MGI:2443075 PTN000286163 Q7Z5Q1 Q9BZB8 RGD:1307485 	J:161428 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of cytoplasmic translation			IDA		J:204958 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of cytoplasmic translation			ISO	Q7Z5Q1 	J:164563 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of cytoplasmic translational elongation			ISO	RGD:1307485 	J:155856 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of cytoplasmic translational elongation			ISS	D3ZHK8-2 	J:342587 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of cytoplasmic translational elongation			ISS	D3ZHK8-3 	J:342587 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of translational elongation	uses Epas1		IGI	MGI:95288 	J:181762 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		regulation of translation			IEA	IPR034819 	J:72247 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		regulation of translation at synapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in brain		IDA		J:254876 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		regulation of translation at synapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in brain		IMP		J:254876 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		negative regulation of cytoplasmic translation			IBA	MGI:108442 MGI:2442640 MGI:2443075 PTN000286163 Q7Z5Q1 Q9BZB8 RGD:1307485 	J:161428 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		negative regulation of cytoplasmic translational elongation			IDA		J:181762 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		negative regulation of translation			IDA		J:119665 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		negative regulation of translation			IDA		J:235235 	
